GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2013,2014,2015,2016,2017,2018,2019,2020
" ""32023""","Nye, NV",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1380659,1463815,1553802,1565891,1650471,1741244,1858462,1987846
" ""32023""","Nye, NV",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,42905,42877,43008,43295,44046,45328,46845,48054
" ""32023""","Nye, NV",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32179,34140,36128,36168,37472,38414,39673,41367
" ""32027""","Pershing, NV",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,182611,200142,206008,199133,210415,214585,220959,249154
" ""32027""","Pershing, NV",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,6846,6703,6620,6582,6475,6696,6628,6573
" ""32027""","Pershing, NV",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,26674,29859,31119,30254,32497,32047,33337,37906
" ""32029""","Storey, NV",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,144767,154988,168755,181697,213998,232611,244764,277539
" ""32029""","Storey, NV",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3795,3801,3881,4004,4001,4027,4193,4207
" ""32029""","Storey, NV",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38147,40776,43482,45379,53486,57763,58374,65971
" ""32031""","Washoe, NV",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,19022035,20239667,22473398,23704642,25785922,28355600,29757252,31523753
" ""32031""","Washoe, NV",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,431255,436515,442617,449990,456864,464593,472381,477082
" ""32031""","Washoe, NV",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44109,46366,50774,52678,56441,61033,62994,66076
" ""32033""","White Pine, NV",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,372096,381231,395189,382293,407275,422781,441521,479478
" ""32033""","White Pine, NV",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,10052,10041,9875,9746,9628,9532,9478,9466
" ""32033""","White Pine, NV",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37017,37967,40019,39226,42301,44354,46584,50653
" ""32510""","Carson City (Independent City), NV",8,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2202043,2313399,2452062,2458864,2622199,2785272,2955675,3166467
" ""32510""","Carson City (Independent City), NV",8,CAINC1,2.0,...,Population (persons) 1/,Number of persons,53746,54112,54152,54323,54684,55287,55894,56034
" ""32510""","Carson City (Independent City), NV",8,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40971,42752,45281,45264,47952,50378,52880,56510
" ""33000""",New Hampshire,1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,67703675,70501217,73474566,76092328,79390605,83161074,86797535,91673070
" ""33000""",New Hampshire,1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1327272,1334257,1337480,1343694,1350395,1355064,1360783,1366275
" ""33000""",New Hampshire,1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,51010,52839,54935,56629,58791,61371,63785,67097
" ""33001""","Belknap, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3038049,3148105,3322338,3441020,3561812,3759129,3897811,4118920
" ""33001""","Belknap, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,60257,60313,60408,60774,60907,61242,61398,61551
" ""33001""","Belknap, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,50418,52196,54998,56620,58480,61382,63484,66919
" ""33003""","Carroll, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2321439,2393303,2511353,2626350,2779175,2881993,2965827,3117325
" ""33003""","Carroll, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,47548,47470,47442,47527,48176,48690,48745,49167
" ""33003""","Carroll, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,48823,50417,52935,55260,57688,59191,60844,63403
" ""33005""","Cheshire, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3369944,3481147,3660521,3699326,3805288,3916989,4036057,4275494
" ""33005""","Cheshire, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,76787,76514,76390,76104,76062,75925,75880,76228
" ""33005""","Cheshire, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,43887,45497,47919,48609,50029,51590,53190,56088
" ""33007""","Coos, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1178168,1213841,1259245,1292221,1329718,1372000,1407779,1545123
" ""33007""","Coos, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,31952,32787,32351,31923,31418,31490,31421,31174
" ""33007""","Coos, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36873,37022,38924,40479,42323,43569,44804,49564
" ""33009""","Grafton, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4418294,4721309,4955355,5134902,5220858,5512100,5766966,6161824
" ""33009""","Grafton, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,89975,90041,89566,90212,90176,90206,90369,90691
" ""33009""","Grafton, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,49106,52435,55326,56920,57896,61106,63816,67943
" ""33011""","Hillsborough, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,20935208,21713999,22447555,23184900,24116061,25210404,26213931,27866051
" ""33011""","Hillsborough, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,405417,407455,409229,411591,413545,414917,417738,418735
" ""33011""","Hillsborough, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,51639,53292,54853,56330,58315,60760,62752,66548
" ""33013""","Merrimack, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,7693906,7703915,7729198,8067367,8345168,8683794,9086610,9743284
" ""33013""","Merrimack, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,147555,148252,148770,149246,150054,150981,151606,152622
" ""33013""","Merrimack, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,52143,51965,51954,54054,55614,57516,59936,63839
" ""33015""","Rockingham, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,17663200,18650501,19759437,20511593,21795189,22962959,24199724,24973197
" ""33015""","Rockingham, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,299603,301596,302975,304748,306970,308377,309647,311307
" ""33015""","Rockingham, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,58955,61839,65218,67307,71001,74464,78153,80220
" ""33017""","Strafford, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5202476,5489897,5805248,6028483,6286731,6590446,6875363,7379571
" ""33017""","Strafford, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,125109,126652,127174,128481,130034,130042,130716,131533
" ""33017""","Strafford, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41584,43346,45648,46921,48347,50679,52598,56104
" ""33019""","Sullivan, NH",1,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1882991,1985200,2024316,2106166,2150605,2271260,2347467,2492281
" ""33019""","Sullivan, NH",1,CAINC1,2.0,...,Population (persons) 1/,Number of persons,43069,43177,43175,43088,43053,43194,43263,43267
" ""33019""","Sullivan, NH",1,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,43720,45978,46886,48881,49953,52583,54260,57602
" ""34000""",New Jersey,2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,492488242,515515069,537105894,552051391,572482431,597005046,619065784,652498893
" ""34000""",New Jersey,2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,8857821,8867277,8870312,8873584,8888147,8891730,8891258,8882371
" ""34000""",New Jersey,2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,55599,58137,60551,62213,64410,67142,69626,73460
" ""34001""","Atlantic, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,11508671,11769758,11882155,11953829,12291149,12700715,13511508,14672968
" ""34001""","Atlantic, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,274360,272634,270206,267212,265446,263994,263653,262945
" ""34001""","Atlantic, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41947,43171,43974,44735,46304,48110,51247,55802
" ""34003""","Bergen, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,65584954,68229247,71638705,73190127,75550873,79474515,82263238,85570201
" ""34003""","Bergen, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,920021,923475,926481,928381,932449,932897,932256,930394
" ""34003""","Bergen, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,71286,73883,77323,78836,81024,85191,88241,91972
" ""34005""","Burlington, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,23187428,24097152,25049036,25744723,26448446,27233485,28343782,29990681
" ""34005""","Burlington, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,448992,449806,447906,447092,446229,445429,446160,446596
" ""34005""","Burlington, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,51643,53572,55925,57583,59271,61140,63528,67154
" ""34007""","Camden, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,22672073,23484769,24373396,25047855,25879681,26867701,27836357,29815690
" ""34007""","Camden, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,509983,508409,507760,507119,506488,506685,506503,506809
" ""34007""","Camden, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44457,46193,48002,49392,51096,53026,54958,58830
" ""34009""","Cape May, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4655080,4827951,4990187,5139016,5361586,5578991,5830282,6210070
" ""34009""","Cape May, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,95540,94961,94330,93825,93283,92604,92247,91546
" ""34009""","Cape May, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,48724,50841,52901,54772,57477,60246,63203,67836
" ""34011""","Cumberland, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5297812,5451750,5614584,5676402,5796939,5928074,6157546,6688598
" ""34011""","Cumberland, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,155912,155887,154580,153003,151147,150274,148995,147008
" ""34011""","Cumberland, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33980,34972,36322,37100,38353,39448,41327,45498
" ""34013""","Essex, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,42908635,45066094,46954299,48167623,49952842,50850779,52884387,56432922
" ""34013""","Essex, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,786685,788796,790546,793073,797222,800530,802162,800501
" ""34013""","Essex, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,54544,57133,59395,60735,62659,63521,65927,70497
" ""34015""","Gloucester, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,13320968,13782835,14441216,14768809,15348750,15943298,16591957,17707941
" ""34015""","Gloucester, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,289935,290742,291022,290795,291088,291754,291842,293245
" ""34015""","Gloucester, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,45945,47406,49622,50788,52729,54646,56853,60386
" ""34017""","Hudson, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,31134237,33719169,36336525,37844738,40746970,43766128,45544176,48146409
" ""34017""","Hudson, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,657101,660312,664595,668673,672858,672390,674030,671666
" ""34017""","Hudson, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,47381,51066,54675,56597,60558,65090,67570,71682
" ""34019""","Hunterdon, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,9510396,9928847,10168677,10468328,10620499,11015069,11511689,11866675
" ""34019""","Hunterdon, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,126443,125902,125569,124976,125076,125265,125201,124797
" ""34019""","Hunterdon, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,75215,78862,80981,83763,84912,87934,91946,95088
" ""34021""","Mercer, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,21249404,22695519,23122634,23512579,24042821,25092138,26011802,27255915
" ""34021""","Mercer, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,369534,369031,368266,367929,368489,368720,368047,367239
" ""34021""","Mercer, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,57503,61500,62788,63905,65247,68052,70675,74218
" ""34023""","Middlesex, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,42828760,44102291,45022936,46387710,47872533,49992559,51660545,54827122
" ""34023""","Middlesex, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,821811,824331,825471,825298,826972,825677,824394,822736
" ""34023""","Middlesex, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,52115,53501,54542,56207,57889,60547,62665,66640
" ""34025""","Monmouth, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,40108810,42215117,44170615,45529341,47204276,49202596,50981552,53237207
" ""34025""","Monmouth, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,626964,625581,624180,623055,622122,620859,619687,618381
" ""34025""","Monmouth, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,63973,67481,70766,73074,75876,79249,82270,86091
" ""34027""","Morris, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,40192866,41716005,43651691,45063297,46210400,47949230,48734830,50202579
" ""34027""","Morris, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,496050,494931,494370,493831,493994,493084,491577,491087
" ""34027""","Morris, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,81026,84287,88298,91252,93544,97244,99140,102227
" ""34029""","Ocean, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,25354925,26420540,27756820,28863338,29990479,31120281,32511325,35222924
" ""34029""","Ocean, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,582166,584563,587238,591142,595564,601649,607498,614237
" ""34029""","Ocean, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,43553,45197,47267,48826,50356,51725,53517,57344
" ""34031""","Passaic, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,21430548,22655421,23232071,23494954,23803520,24740198,25695657,27908619
" ""34031""","Passaic, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,503815,504483,504556,504001,504403,503192,501838,500382
" ""34031""","Passaic, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42537,44908,46045,46617,47191,49167,51203,55775
" ""34033""","Salem, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2695189,2728852,2841898,2854501,2890604,2980900,3154245,3408472
" ""34033""","Salem, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,64801,64342,63754,63256,62944,62776,62341,62451
" ""34033""","Salem, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41592,42412,44576,45126,45923,47485,50597,54578
" ""34035""","Somerset, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,25951196,27465588,29143471,30476515,32803778,34605275,36453584,37156731
" ""34035""","Somerset, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,329052,329378,329682,330003,330650,330772,329998,329331
" ""34035""","Somerset, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,78867,83386,88399,92352,99210,104620,110466,112825
" ""34037""","Sussex, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,7534676,7827355,7971509,8140646,8355039,8675500,9045464,9494085
" ""34037""","Sussex, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,145672,144639,143059,142004,141267,140995,140710,140002
" ""34037""","Sussex, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,51724,54116,55722,57327,59144,61531,64284,67814
" ""34039""","Union, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,30311939,32098803,33324994,34262447,35690104,37476450,38335523,40290195
" ""34039""","Union, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,546051,548052,549954,552814,554695,556475,556664,555394
" ""34039""","Union, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,55511,58569,60596,61978,64342,67346,68867,72543
" ""34041""","Warren, NJ",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5049675,5232006,5418475,5464613,5621142,5811164,6006335,6392889
" ""34041""","Warren, NJ",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,106933,107022,106787,106102,105761,105709,105455,105624
" ""34041""","Warren, NJ",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,47223,48887,50741,51503,53149,54973,56956,60525
" ""35000""",New Mexico,6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,73561774,77975093,79864310,81414081,82859946,86531927,90539175,97603465
" ""35000""",New Mexico,6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,2092833,2090236,2090071,2092555,2092844,2093754,2099634,2106319
" ""35000""",New Mexico,6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35149,37304,38211,38907,39592,41329,43121,46338
" ""35001""","Bernalillo, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,24482175,25969355,26947429,27911358,28434228,29372229,30712010,33185720
" ""35001""","Bernalillo, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,676467,676120,676440,677883,678280,677929,679425,681666
" ""35001""","Bernalillo, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36191,38409,39837,41174,41921,43326,45203,48683
" ""35003""","Catron, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,101562,109625,111118,108614,111804,114088,112868,131046
" ""35003""","Catron, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,3586,3550,3480,3525,3557,3523,3507,3623
" ""35003""","Catron, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,28322,30880,31930,30812,31432,32384,32184,36171
" ""35005""","Chaves, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2281648,2463369,2391045,2380851,2458039,2520596,2590970,2822357
" ""35005""","Chaves, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,66033,65839,65856,65684,65091,64488,64586,64711
" ""35005""","Chaves, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34553,37415,36307,36247,37763,39086,40117,43615
" ""35006""","Cibola, NM*",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,660591,695022,720589,718240,721446,740966,773185,863226
" ""35006""","Cibola, NM*",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,27414,27156,27046,27061,26921,26797,26681,26354
" ""35006""","Cibola, NM*",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,24097,25594,26643,26542,26799,27651,28979,32755
" ""35007""","Colfax, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,463671,482114,477700,478170,472482,480105,494787,543987
" ""35007""","Colfax, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,13067,12703,12434,12261,12178,12097,12068,11927
" ""35007""","Colfax, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35484,37953,38419,38999,38798,39688,41000,45610
" ""35009""","Curry, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1979767,2078320,1994772,2020451,2067040,2064799,2143292,2385694
" ""35009""","Curry, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,50810,51153,50344,50334,49889,49413,49083,48793
" ""35009""","Curry, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38964,40629,39623,40141,41433,41787,43667,48894
" ""35011""","De Baca, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,77362,87106,82907,85578,79895,80733,83092,94696
" ""35011""","De Baca, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1931,1865,1877,1838,1810,1781,1741,1673
" ""35011""","De Baca, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40063,46706,44170,46560,44141,45330,47727,56603
" ""35013""","Doña Ana, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,6542627,6830657,7144118,7385715,7568828,7786528,8188439,8898780
" ""35013""","Doña Ana, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,214285,213938,214028,214664,216218,217470,218864,221262
" ""35013""","Doña Ana, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30532,31928,33379,34406,35006,35805,37413,40218
" ""35015""","Eddy, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2665061,2968197,2885600,2686097,2731979,3146785,3553123,3642707
" ""35015""","Eddy, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,55694,56720,57756,57669,57128,57718,58394,58418
" ""35015""","Eddy, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,47852,52331,49962,46578,47822,54520,60847,62356
" ""35017""","Grant, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,982024,1013313,1053647,1047273,1049533,1106081,1147667,1230473
" ""35017""","Grant, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,29109,28876,28369,28061,27671,27274,26941,27007
" ""35017""","Grant, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33736,35092,37141,37321,37929,40554,42599,45561
" ""35019""","Guadalupe, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,127924,137954,143169,147931,138913,145908,150448,167325
" ""35019""","Guadalupe, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,4536,4446,4355,4387,4418,4323,4278,4275
" ""35019""","Guadalupe, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,28202,31029,32875,33720,31443,33752,35168,39140
" ""35021""","Harding, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,28262,35138,29826,28925,23258,25016,26155,32361
" ""35021""","Harding, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,689,691,717,685,681,649,636,638
" ""35021""","Harding, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,41019,50851,41598,42226,34153,38545,41124,50723
" ""35023""","Hidalgo, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,166985,173836,172589,168890,166490,174703,182085,197769
" ""35023""","Hidalgo, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,4627,4551,4441,4327,4303,4233,4203,4106
" ""35023""","Hidalgo, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36089,38197,38863,39032,38692,41272,43323,48166
" ""35025""","Lea, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2721679,2847132,2912603,2627650,2770834,3274663,3521813,3391482
" ""35025""","Lea, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,68631,70178,71480,70275,69031,69538,71123,71830
" ""35025""","Lea, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,39657,40570,40747,37391,40139,47092,49517,47215
" ""35027""","Lincoln, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,715905,766452,795920,777184,768532,795037,826074,891916
" ""35027""","Lincoln, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,19987,19610,19365,19423,19502,19608,19730,19939
" ""35027""","Lincoln, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35819,39085,41101,40014,39408,40547,41869,44732
" ""35028""","Los Alamos, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1085113,1124545,1150141,1230067,1265148,1338962,1418619,1481872
" ""35028""","Los Alamos, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,17970,17830,17848,18241,18778,19018,19383,19462
" ""35028""","Los Alamos, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,60385,63070,64441,67434,67374,70405,73189,76142
" ""35029""","Luna, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,677413,699924,730248,733013,719344,751672,784511,908904
" ""35029""","Luna, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,24599,24430,24370,24373,24154,23904,23775,23905
" ""35029""","Luna, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,27538,28650,29965,30075,29782,31445,32997,38022
" ""35031""","McKinley, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1719484,1785333,1869061,1892986,1905415,1972202,2062500,2323287
" ""35031""","McKinley, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,72682,72814,73485,73040,72463,71974,71478,70824
" ""35031""","McKinley, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,23658,24519,25435,25917,26295,27402,28855,32804
" ""35033""","Mora, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,198251,224064,216859,199253,162700,171235,181559,202853
" ""35033""","Mora, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,4694,4612,4609,4531,4530,4472,4490,4478
" ""35033""","Mora, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42235,48583,47051,43976,35916,38290,40436,45300
" ""35035""","Otero, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2043755,2086866,2128889,2182372,2205720,2301819,2380622,2635723
" ""35035""","Otero, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,66347,65394,64838,65723,66158,66599,67572,67967
" ""35035""","Otero, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30804,31912,32834,33206,33340,34562,35231,38779
" ""35037""","Quay, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,275115,294168,290381,298479,303464,319595,328652,366332
" ""35037""","Quay, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,8675,8467,8449,8391,8291,8203,8243,8197
" ""35037""","Quay, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31714,34743,34369,35571,36602,38961,39870,44691
" ""35039""","Rio Arriba, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1184148,1237158,1295751,1306336,1314543,1363574,1415391,1570541
" ""35039""","Rio Arriba, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,40059,39726,39358,39225,39204,38979,38883,38521
